form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
8-K,2023-10-26,2023-10-26,"2.02,9.01",0001104659-23-111585,https://www.sec.gov/Archives/edgar/data/310158/000110465923111585/tm2328962d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465923111585/
10-Q,2023-08-07,2023-06-30,,0001628280-23-027770,https://www.sec.gov/Archives/edgar/data/310158/000162828023027770/mrk-20230630.htm,https://www.sec.gov/Archives/edgar/data/310158/000162828023027770/
8-K,2023-08-01,2023-08-01,"2.02,9.01",0001104659-23-086030,https://www.sec.gov/Archives/edgar/data/310158/000110465923086030/tm2322190d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465923086030/
8-K,2023-05-26,2023-05-23,5.07,0001140361-23-026845,https://www.sec.gov/Archives/edgar/data/310158/000114036123026845/brhc20053532_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000114036123026845/
8-K,2023-05-17,2023-05-17,"8.01,9.01",0001193125-23-147049,https://www.sec.gov/Archives/edgar/data/310158/000119312523147049/d436124d8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000119312523147049/
424B5,2023-05-10,,,0001193125-23-140766,https://www.sec.gov/Archives/edgar/data/310158/000119312523140766/d358973d424b5.htm,https://www.sec.gov/Archives/edgar/data/310158/000119312523140766/
424B5,2023-05-08,,,0001193125-23-137713,https://www.sec.gov/Archives/edgar/data/310158/000119312523137713/d358973d424b5.htm,https://www.sec.gov/Archives/edgar/data/310158/000119312523137713/
10-Q,2023-05-05,2023-03-31,,0001628280-23-015990,https://www.sec.gov/Archives/edgar/data/310158/000162828023015990/mrk-20230331.htm,https://www.sec.gov/Archives/edgar/data/310158/000162828023015990/
8-K,2023-04-27,2023-04-27,"2.02,9.01",0001104659-23-050654,https://www.sec.gov/Archives/edgar/data/310158/000110465923050654/tm2313695d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465923050654/
10-K,2023-02-24,2022-12-31,,0001628280-23-005061,https://www.sec.gov/Archives/edgar/data/310158/000162828023005061/mrk-20221231.htm,https://www.sec.gov/Archives/edgar/data/310158/000162828023005061/
8-K,2023-02-02,2023-02-02,"2.02,9.01",0001104659-23-009552,https://www.sec.gov/Archives/edgar/data/310158/000110465923009552/tm235007d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465923009552/
10-Q,2022-11-03,2022-09-30,,0000310158-22-000034,https://www.sec.gov/Archives/edgar/data/310158/000031015822000034/mrk-20220930.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015822000034/
8-K,2022-10-27,2022-10-26,"2.02,5.02,9.01",0001104659-22-111729,https://www.sec.gov/Archives/edgar/data/310158/000110465922111729/tm2227726d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465922111729/
10-Q,2022-08-05,2022-06-30,,0000310158-22-000030,https://www.sec.gov/Archives/edgar/data/310158/000031015822000030/mrk-20220630.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015822000030/
8-K,2022-07-28,2022-07-28,"2.02,9.01",0001104659-22-083410,https://www.sec.gov/Archives/edgar/data/310158/000110465922083410/tm2221828d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465922083410/
8-K,2022-05-26,2022-05-24,5.07,0000310158-22-000015,https://www.sec.gov/Archives/edgar/data/310158/000031015822000015/mrk-20220524.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015822000015/
10-Q,2022-05-05,2022-03-31,,0000310158-22-000011,https://www.sec.gov/Archives/edgar/data/310158/000031015822000011/mrk-20220331.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015822000011/
8-K,2022-04-28,2022-04-28,"2.02,9.01",0001104659-22-051588,https://www.sec.gov/Archives/edgar/data/310158/000110465922051588/tm2213615d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465922051588/
8-K,2022-04-21,2022-04-20,"2.02,8.01,9.01",0001104659-22-047977,https://www.sec.gov/Archives/edgar/data/310158/000110465922047977/tm2212593d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465922047977/
8-K,2022-03-25,2022-03-22,"5.03,9.01",0000310158-22-000006,https://www.sec.gov/Archives/edgar/data/310158/000031015822000006/mrk-20220322.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015822000006/
10-K,2022-02-25,2021-12-31,,0000310158-22-000003,https://www.sec.gov/Archives/edgar/data/310158/000031015822000003/mrk-20211231.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015822000003/
8-K,2022-02-03,2022-02-03,"2.02,9.01",0001104659-22-011130,https://www.sec.gov/Archives/edgar/data/310158/000110465922011130/tm222755d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465922011130/
8-K,2021-12-10,2021-12-10,"8.01,9.01",0001193125-21-354132,https://www.sec.gov/Archives/edgar/data/310158/000119312521354132/d124536d8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000119312521354132/
424B5,2021-12-09,,,0001193125-21-352723,https://www.sec.gov/Archives/edgar/data/310158/000119312521352723/d128376d424b5.htm,https://www.sec.gov/Archives/edgar/data/310158/000119312521352723/
424B5,2021-12-07,,,0001193125-21-349678,https://www.sec.gov/Archives/edgar/data/310158/000119312521349678/d128376d424b5.htm,https://www.sec.gov/Archives/edgar/data/310158/000119312521349678/
10-Q,2021-11-05,2021-09-30,,0000310158-21-000032,https://www.sec.gov/Archives/edgar/data/310158/000031015821000032/mrk-20210930.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015821000032/
8-K,2021-10-28,2021-10-28,"2.02,9.01",0001104659-21-130675,https://www.sec.gov/Archives/edgar/data/310158/000110465921130675/tm2131077d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465921130675/
8-K,2021-08-20,2021-08-19,"5.02,9.01",0001140361-21-029043,https://www.sec.gov/Archives/edgar/data/310158/000114036121029043/brhc10028249_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000114036121029043/
10-Q,2021-08-09,2021-06-30,,0000310158-21-000028,https://www.sec.gov/Archives/edgar/data/310158/000031015821000028/mrk-20210630.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015821000028/
8-K,2021-07-29,2021-07-29,"2.02,9.01",0001104659-21-097239,https://www.sec.gov/Archives/edgar/data/310158/000110465921097239/tm2123400d1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465921097239/
8-K,2021-06-21,2021-06-21,"7.01,9.01",0001104659-21-083528,https://www.sec.gov/Archives/edgar/data/310158/000110465921083528/tm2120148-1_8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465921083528/
8-K,2021-06-03,2021-06-02,"2.01,9.01",0001193125-21-180657,https://www.sec.gov/Archives/edgar/data/310158/000119312521180657/d190548d8k.htm,https://www.sec.gov/Archives/edgar/data/310158/000119312521180657/
