form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
8-K,2020-07-01,2020-06-29,"1.01,8.01,9.01",0001564590-20-031499,https://www.sec.gov/Archives/edgar/data/1463361/000156459020031499/ubx-8k_20200629.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459020031499/
8-K,2020-06-24,2020-06-18,5.07,0001564590-20-030446,https://www.sec.gov/Archives/edgar/data/1463361/000156459020030446/ubx-8k_20200618.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459020030446/
10-Q,2020-05-07,2020-03-31,,0001564590-20-022861,https://www.sec.gov/Archives/edgar/data/1463361/000156459020022861/ubx-10q_20200331.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459020022861/
8-K,2020-05-07,2020-05-07,"2.02,9.01",0001564590-20-022843,https://www.sec.gov/Archives/edgar/data/1463361/000156459020022843/ubx-8k_20200507.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459020022843/
8-K,2020-03-30,2020-03-30,"5.02,8.01,9.01",0001564590-20-014273,https://www.sec.gov/Archives/edgar/data/1463361/000156459020014273/ubx-8k_20200330.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459020014273/
10-K,2020-03-11,2019-12-31,,0001564590-20-010071,https://www.sec.gov/Archives/edgar/data/1463361/000156459020010071/ubx-10k_20191231.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459020010071/
8-K,2020-03-11,2020-03-11,"2.02,9.01",0001564590-20-010059,https://www.sec.gov/Archives/edgar/data/1463361/000156459020010059/ubx-8k_20200311.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459020010059/
8-K,2020-03-02,2020-02-28,"5.02,8.01,9.01",0001193125-20-059226,https://www.sec.gov/Archives/edgar/data/1463361/000119312520059226/d895217d8k.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312520059226/
8-K,2020-02-25,2020-02-25,"2.02,8.01,9.01",0001193125-20-047291,https://www.sec.gov/Archives/edgar/data/1463361/000119312520047291/d893421d8k.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312520047291/
8-K,2019-11-25,2019-11-19,"1.01,9.01",0001193125-19-299455,https://www.sec.gov/Archives/edgar/data/1463361/000119312519299455/d822046d8k.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312519299455/
10-Q,2019-11-06,2019-09-30,,0001564590-19-041014,https://www.sec.gov/Archives/edgar/data/1463361/000156459019041014/ubx-10q_20190930.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019041014/
8-K,2019-11-06,2019-11-06,"2.02,9.01",0001564590-19-041000,https://www.sec.gov/Archives/edgar/data/1463361/000156459019041000/ubx-8k_20191106.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019041000/
10-Q,2019-08-07,2019-06-30,,0001564590-19-030066,https://www.sec.gov/Archives/edgar/data/1463361/000156459019030066/ubx-10q_20190630.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019030066/
8-K,2019-08-07,2019-08-07,"2.02,9.01",0001564590-19-030046,https://www.sec.gov/Archives/edgar/data/1463361/000156459019030046/ubx-8k_20190630.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019030046/
8-K,2019-07-30,2019-07-30,8.01,0001564590-19-027060,https://www.sec.gov/Archives/edgar/data/1463361/000156459019027060/ubx-8k_20190730.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019027060/
8-K,2019-07-03,2019-06-18,8.01,0001193125-19-189296,https://www.sec.gov/Archives/edgar/data/1463361/000119312519189296/d768129d8k.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312519189296/
8-K,2019-06-24,2019-06-20,5.07,0001564590-19-023220,https://www.sec.gov/Archives/edgar/data/1463361/000156459019023220/ubx-8k_20190626.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019023220/
424B5,2019-06-07,,,0001193125-19-168282,https://www.sec.gov/Archives/edgar/data/1463361/000119312519168282/d740199d424b5.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312519168282/
10-Q,2019-05-08,2019-03-31,,0001564590-19-017198,https://www.sec.gov/Archives/edgar/data/1463361/000156459019017198/ubx-10q_20190331.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019017198/
8-K,2019-05-08,2019-05-08,"2.02,9.01",0001564590-19-017183,https://www.sec.gov/Archives/edgar/data/1463361/000156459019017183/ubx-8k_20190508.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019017183/
10-K,2019-03-06,2018-12-31,,0001564590-19-006397,https://www.sec.gov/Archives/edgar/data/1463361/000156459019006397/ubx-10k_20181231.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019006397/
8-K,2019-03-06,2019-03-06,"2.02,9.01",0001564590-19-006393,https://www.sec.gov/Archives/edgar/data/1463361/000156459019006393/ubx-8k_20190306.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019006393/
