form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
6-K,2022-03-24,2022-03-23,,0001171843-22-002080,https://www.sec.gov/Archives/edgar/data/1114448/000117184322002080/f6k_032322.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184322002080/
20-F,2022-02-02,2021-12-31,,0001370368-22-000010,https://www.sec.gov/Archives/edgar/data/1114448/000137036822000010/nvs-20211231.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036822000010/
6-K,2022-02-02,2021-12-31,,0001370368-22-000009,https://www.sec.gov/Archives/edgar/data/1114448/000137036822000009/a220202-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036822000009/
6-K,2021-12-22,2021-12-22,,0001171843-21-008671,https://www.sec.gov/Archives/edgar/data/1114448/000117184321008671/f6k_122221.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321008671/
6-K,2021-12-20,2021-12-20,,0001171843-21-008622,https://www.sec.gov/Archives/edgar/data/1114448/000117184321008622/f6k_201221.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321008622/
6-K,2021-12-17,2021-12-16,,0001171843-21-008586,https://www.sec.gov/Archives/edgar/data/1114448/000117184321008586/f6k_121621.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321008586/
6-K,2021-11-04,2021-11-04,,0001171843-21-007500,https://www.sec.gov/Archives/edgar/data/1114448/000117184321007500/f6k_110421.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321007500/
6-K,2021-10-26,2021-09-30,,0001370368-21-000072,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000072/a211026-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000072/
6-K,2021-10-25,2021-10-25,,0001171843-21-007094,https://www.sec.gov/Archives/edgar/data/1114448/000117184321007094/f6k_102521.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321007094/
6-K,2021-08-03,2021-08-03,,0001171843-21-005398,https://www.sec.gov/Archives/edgar/data/1114448/000117184321005398/f6k_080321.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321005398/
6-K,2021-07-21,2021-06-30,,0001370368-21-000055,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000055/nvs-20210630.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000055/
6-K,2021-06-28,2021-06-28,,0001171843-21-004538,https://www.sec.gov/Archives/edgar/data/1114448/000117184321004538/f6k_062821.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321004538/
6-K,2021-04-27,2021-03-31,,0001370368-21-000041,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000041/a210427-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000041/
6-K,2021-03-23,2021-03-23,,0001171843-21-001978,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001978/f6k_032321.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001978/
6-K,2021-03-22,2021-03-22,,0001171843-21-001947,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001947/f6k_032221.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001947/
6-K,2021-03-09,2021-03-09,,0001171843-21-001606,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001606/f6k_030921.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001606/
6-K,2021-03-05,2021-03-05,,0001171843-21-001562,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001562/f6k_030521.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001562/
6-K,2021-02-16,2021-02-16,,0001171843-21-001060,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001060/f6k_021621.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321001060/
6-K,2021-01-29,2021-01-29,,0001171843-21-000616,https://www.sec.gov/Archives/edgar/data/1114448/000117184321000616/f6k_012921.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184321000616/
6-K,2021-01-26,2020-12-31,,0001370368-21-000008,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000008/a210126-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000008/
20-F,2021-01-26,2020-12-31,,0001370368-21-000006,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000006/a21012620f.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036821000006/
6-K,2020-12-21,2020-12-18,,0001171843-20-008653,https://www.sec.gov/Archives/edgar/data/1114448/000117184320008653/f6k_121820.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320008653/
6-K,2020-11-24,2020-11-24,,0001171843-20-008168,https://www.sec.gov/Archives/edgar/data/1114448/000117184320008168/f6k_112420.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320008168/
6-K,2020-10-27,2020-09-30,,0001370368-20-000086,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000086/a201027-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000086/
6-K,2020-10-16,2020-10-16,,0001171843-20-007068,https://www.sec.gov/Archives/edgar/data/1114448/000117184320007068/f6k_101620.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320007068/
6-K,2020-09-23,2020-09-23,,0001171843-20-006593,https://www.sec.gov/Archives/edgar/data/1114448/000117184320006593/f6k_092320.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320006593/
6-K,2020-09-01,2020-09-01,,0001171843-20-006198,https://www.sec.gov/Archives/edgar/data/1114448/000117184320006198/f6k_090120.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320006198/
6-K,2020-08-20,2020-08-20,,0001171843-20-006020,https://www.sec.gov/Archives/edgar/data/1114448/000117184320006020/f6k_082020.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320006020/
6-K,2020-08-17,2020-08-17,,0001171843-20-005971,https://www.sec.gov/Archives/edgar/data/1114448/000117184320005971/f6k_081720.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320005971/
6-K,2020-07-21,2020-06-30,,0001370368-20-000069,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000069/a200721-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000069/
6-K,2020-07-02,2020-07-02,,0001171843-20-004689,https://www.sec.gov/Archives/edgar/data/1114448/000117184320004689/f6k_070220.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320004689/
6-K,2020-06-25,2020-06-25,,0001171843-20-004563,https://www.sec.gov/Archives/edgar/data/1114448/000117184320004563/f6k_062520.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320004563/
6-K,2020-06-17,2020-06-17,,0001171843-20-004387,https://www.sec.gov/Archives/edgar/data/1114448/000117184320004387/f6k_061720.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320004387/
6-K,2020-05-12,2020-05-06,,0001171843-20-003608,https://www.sec.gov/Archives/edgar/data/1114448/000117184320003608/f6k_051220.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320003608/
6-K,2020-04-28,2020-03-31,,0001370368-20-000061,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000061/a200428-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000061/
6-K,2020-04-02,2020-04-02,,0001171843-20-002294,https://www.sec.gov/Archives/edgar/data/1114448/000117184320002294/f6k_040220.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320002294/
6-K,2020-03-27,2020-03-27,,0001171843-20-002077,https://www.sec.gov/Archives/edgar/data/1114448/000117184320002077/f6k_032720.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320002077/
6-K,2020-03-27,2020-03-27,,0001171843-20-002076,https://www.sec.gov/Archives/edgar/data/1114448/000117184320002076/f6k_032720.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320002076/
6-K,2020-03-19,2020-03-19,,0001171843-20-001840,https://www.sec.gov/Archives/edgar/data/1114448/000117184320001840/f6k_031920.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320001840/
6-K,2020-03-02,2020-03-02,,0001171843-20-001424,https://www.sec.gov/Archives/edgar/data/1114448/000117184320001424/f6k_030220.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320001424/
6-K,2020-02-28,2020-02-28,,0001171843-20-001368,https://www.sec.gov/Archives/edgar/data/1114448/000117184320001368/f6k_022820.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320001368/
424B5,2020-02-12,,,0001047469-20-000837,https://www.sec.gov/Archives/edgar/data/1114448/000104746920000837/a2240739z424b5.htm,https://www.sec.gov/Archives/edgar/data/1114448/000104746920000837/
424B5,2020-02-11,,,0001047469-20-000795,https://www.sec.gov/Archives/edgar/data/1114448/000104746920000795/a2240685z424b5.htm,https://www.sec.gov/Archives/edgar/data/1114448/000104746920000795/
6-K,2020-01-31,2020-01-31,,0001171843-20-000619,https://www.sec.gov/Archives/edgar/data/1114448/000117184320000619/f6k_013120.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320000619/
6-K,2020-01-29,2019-12-31,,0001370368-20-000007,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000007/a200129-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000007/
20-F,2020-01-29,2019-12-31,,0001370368-20-000003,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000003/a20012920f.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036820000003/
6-K,2020-01-06,2020-01-06,,0001171843-20-000083,https://www.sec.gov/Archives/edgar/data/1114448/000117184320000083/f6k_010620.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184320000083/
6-K,2019-12-16,2019-12-16,,0001171843-19-008118,https://www.sec.gov/Archives/edgar/data/1114448/000117184319008118/f6k_121619.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319008118/
6-K,2019-12-05,2019-12-05,,0001171843-19-007956,https://www.sec.gov/Archives/edgar/data/1114448/000117184319007956/f6k_120519.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319007956/
6-K,2019-11-25,2019-11-24,,0001171843-19-007762,https://www.sec.gov/Archives/edgar/data/1114448/000117184319007762/f6k_112519.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319007762/
6-K,2019-11-15,2019-11-15,,0001171843-19-007596,https://www.sec.gov/Archives/edgar/data/1114448/000117184319007596/f6k_111519.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319007596/
6-K,2019-11-01,2019-11-01,,0001171843-19-007057,https://www.sec.gov/Archives/edgar/data/1114448/000117184319007057/f6k_110119.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319007057/
6-K,2019-10-30,2019-10-30,,0001171843-19-006937,https://www.sec.gov/Archives/edgar/data/1114448/000117184319006937/f6k_103019.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319006937/
6-K,2019-10-22,2019-09-30,,0001370368-19-000062,https://www.sec.gov/Archives/edgar/data/1114448/000137036819000062/a191022-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036819000062/
6-K,2019-10-08,2019-10-08,,0001171843-19-006403,https://www.sec.gov/Archives/edgar/data/1114448/000117184319006403/f6k_100819.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319006403/
6-K,2019-10-02,2019-10-02,,0001171843-19-006290,https://www.sec.gov/Archives/edgar/data/1114448/000117184319006290/f6k_100219.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319006290/
6-K,2019-09-30,2019-09-29,,0001171843-19-006182,https://www.sec.gov/Archives/edgar/data/1114448/000117184319006182/f6k_093019.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319006182/
6-K,2019-09-17,2019-09-17,,0001171843-19-005958,https://www.sec.gov/Archives/edgar/data/1114448/000117184319005958/f6k_091719.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319005958/
6-K,2019-08-30,2019-08-30,,0001171843-19-005727,https://www.sec.gov/Archives/edgar/data/1114448/000117184319005727/f6k_083019.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319005727/
6-K,2019-07-29,2019-07-29,,0001171843-19-004915,https://www.sec.gov/Archives/edgar/data/1114448/000117184319004915/f6k_072919.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319004915/
6-K,2019-07-18,2019-06-30,,0001370368-19-000049,https://www.sec.gov/Archives/edgar/data/1114448/000137036819000049/a190718-6k.htm,https://www.sec.gov/Archives/edgar/data/1114448/000137036819000049/
6-K,2019-07-01,2019-07-01,,0001171843-19-004272,https://www.sec.gov/Archives/edgar/data/1114448/000117184319004272/f6k_070119.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319004272/
6-K,2019-06-07,2019-06-07,,0001171843-19-003886,https://www.sec.gov/Archives/edgar/data/1114448/000117184319003886/f6k_060719.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319003886/
6-K,2019-05-28,2019-05-24,,0001171843-19-003629,https://www.sec.gov/Archives/edgar/data/1114448/000117184319003629/f6k_052819.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319003629/
6-K,2019-05-24,2019-05-24,,0001171843-19-003610,https://www.sec.gov/Archives/edgar/data/1114448/000117184319003610/f6k_052419.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319003610/
6-K,2019-05-24,2019-05-24,,0001171843-19-003609,https://www.sec.gov/Archives/edgar/data/1114448/000117184319003609/f6k_052419.htm,https://www.sec.gov/Archives/edgar/data/1114448/000117184319003609/
