form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
6-K,2024-05-03,2024-05-03,,0001654954-24-005516,https://www.sec.gov/Archives/edgar/data/1131399/000165495424005516/a2449n.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424005516/
6-K,2024-05-01,2024-05-01,,0001654954-24-005385,https://www.sec.gov/Archives/edgar/data/1131399/000165495424005385/a6992m.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424005385/
6-K,2024-05-01,2024-05-01,,0001654954-24-005372,https://www.sec.gov/Archives/edgar/data/1131399/000165495424005372/a8670m.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424005372/
6-K,2024-04-24,2024-04-24,,0001654954-24-004941,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004941/a7742l.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004941/
6-K,2024-04-19,2024-04-19,,0001654954-24-004793,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004793/a2426l.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004793/
6-K,2024-04-17,2024-04-17,,0001654954-24-004715,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004715/a0190l.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004715/
6-K,2024-04-17,2024-04-17,,0001654954-24-004706,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004706/a8728k.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004706/
6-K,2024-04-17,2024-04-17,,0001654954-24-004704,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004704/a8530k.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004704/
6-K,2024-04-16,2024-04-16,,0001654954-24-004656,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004656/a8442k.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004656/
6-K,2024-04-16,2024-04-16,,0001654954-24-004646,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004646/a7019k.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004646/
6-K,2024-04-15,2024-04-15,,0001654954-24-004596,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004596/a6kcovergsk.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004596/
6-K,2024-04-02,2024-04-02,,0001654954-24-004138,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004138/a9553i.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424004138/
6-K,2024-03-26,2024-03-26,,0001654954-24-003613,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003613/a3422i.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003613/
6-K,2024-03-25,2024-03-25,,0001654954-24-003577,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003577/a1909i.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003577/
6-K,2024-03-22,2024-03-22,,0001654954-24-003544,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003544/a0292i.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003544/
6-K,2024-03-22,2024-03-22,,0001654954-24-003540,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003540/a0257i.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003540/
6-K,2024-03-18,2024-03-18,,0001654954-24-003258,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003258/a2253h.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003258/
6-K,2024-03-13,2024-03-13,,0001654954-24-003067,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003067/gsk-7500g.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424003067/
