form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
10-Q,2016-08-04,2016-06-30,,0001396814-16-000023,https://www.sec.gov/Archives/edgar/data/1396814/000139681416000023/pcrx-6302016x10xq.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681416000023/
8-K,2016-08-04,2016-08-04,"2.02,9.01",0001396814-16-000021,https://www.sec.gov/Archives/edgar/data/1396814/000139681416000021/q22016earningscall.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681416000021/
8-K,2016-07-01,2016-06-30,"1.02,7.01",0001104659-16-130577,https://www.sec.gov/Archives/edgar/data/1396814/000110465916130577/a16-14278_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465916130577/
8-K,2016-06-17,2016-06-14,"5.02,5.07,9.01",0001104659-16-128050,https://www.sec.gov/Archives/edgar/data/1396814/000110465916128050/a16-13478_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465916128050/
10-Q,2016-05-02,2016-03-31,,0001628280-16-015255,https://www.sec.gov/Archives/edgar/data/1396814/000162828016015255/pcrx-3312016x10xq.htm,https://www.sec.gov/Archives/edgar/data/1396814/000162828016015255/
8-K,2016-05-02,2016-05-02,"2.02,9.01",0001628280-16-015215,https://www.sec.gov/Archives/edgar/data/1396814/000162828016015215/q12016earningscall.htm,https://www.sec.gov/Archives/edgar/data/1396814/000162828016015215/
8-K,2016-04-19,2016-04-15,5.02,0001104659-16-112304,https://www.sec.gov/Archives/edgar/data/1396814/000110465916112304/a16-8647_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465916112304/
8-K,2016-02-26,2016-02-26,"4.01,9.01",0001628280-16-011842,https://www.sec.gov/Archives/edgar/data/1396814/000162828016011842/pcrx8-kafeb262016.htm,https://www.sec.gov/Archives/edgar/data/1396814/000162828016011842/
10-K,2016-02-25,2015-12-31,,0001628280-16-011728,https://www.sec.gov/Archives/edgar/data/1396814/000162828016011728/pcrx-12312015x10k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000162828016011728/
8-K,2016-02-25,2016-02-25,2.02,0001628280-16-011665,https://www.sec.gov/Archives/edgar/data/1396814/000162828016011665/q42015earningscall.htm,https://www.sec.gov/Archives/edgar/data/1396814/000162828016011665/
8-K,2016-01-08,2016-01-07,5.02,0001104659-16-088899,https://www.sec.gov/Archives/edgar/data/1396814/000110465916088899/a16-1378_28k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465916088899/
8-K,2016-01-07,2016-01-07,"2.02,9.01",0001104659-16-088517,https://www.sec.gov/Archives/edgar/data/1396814/000110465916088517/a16-1378_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465916088517/
8-K,2015-12-18,2015-12-14,"4.01,9.01",0001396814-15-000017,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000017/pcrx8-kdec2015.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000017/
8-K,2015-12-15,2015-12-15,"8.01,9.01",0001104659-15-084788,https://www.sec.gov/Archives/edgar/data/1396814/000110465915084788/a15-25001_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915084788/
10-Q,2015-10-27,2015-09-30,,0001396814-15-000015,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000015/pcrx-9302015x10xq.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000015/
8-K,2015-10-27,2015-10-27,"2.02,9.01",0001396814-15-000013,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000013/pcrx8-kq32015.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000013/
8-K,2015-10-20,2015-10-15,5.02,0001104659-15-071509,https://www.sec.gov/Archives/edgar/data/1396814/000110465915071509/a15-21315_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915071509/
8-K,2015-09-10,2015-09-08,"8.01,9.01",0001104659-15-064414,https://www.sec.gov/Archives/edgar/data/1396814/000110465915064414/a15-19155_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915064414/
8-K,2015-08-19,2015-08-17,5.02,0001104659-15-060970,https://www.sec.gov/Archives/edgar/data/1396814/000110465915060970/a15-18280_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915060970/
10-Q,2015-07-30,2015-06-30,,0001396814-15-000009,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000009/pcrx-6302015x10xq.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000009/
8-K,2015-07-30,2015-04-30,"2.02,9.01",0001104659-15-054656,https://www.sec.gov/Archives/edgar/data/1396814/000110465915054656/a15-16582_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915054656/
8-K,2015-06-03,2015-06-02,5.07,0001104659-15-043180,https://www.sec.gov/Archives/edgar/data/1396814/000110465915043180/a15-13442_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915043180/
10-Q,2015-04-30,2015-03-31,,0001396814-15-000006,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000006/pcrx-3312015x10xq.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000006/
8-K,2015-04-30,2015-04-30,"2.02,9.01",0001104659-15-031981,https://www.sec.gov/Archives/edgar/data/1396814/000110465915031981/a15-10327_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915031981/
8-K,2015-04-16,2015-04-16,8.01,0001104659-15-027791,https://www.sec.gov/Archives/edgar/data/1396814/000110465915027791/a15-9295_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915027791/
8-K,2015-03-02,2015-03-02,"8.01,9.01",0001104659-15-015879,https://www.sec.gov/Archives/edgar/data/1396814/000110465915015879/a15-5734_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915015879/
10-K,2015-02-24,2014-12-31,,0001396814-15-000003,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000003/pcrx-12312014x10k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681415000003/
8-K,2015-02-24,2015-02-24,"2.02,9.01",0001104659-15-013235,https://www.sec.gov/Archives/edgar/data/1396814/000110465915013235/a15-5153_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915013235/
8-K,2015-01-08,2015-01-08,"2.02,9.01",0001104659-15-001116,https://www.sec.gov/Archives/edgar/data/1396814/000110465915001116/a15-1382_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465915001116/
10-Q,2014-10-30,2014-09-30,,0001396814-14-000013,https://www.sec.gov/Archives/edgar/data/1396814/000139681414000013/pcrx-9302014x10xq.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681414000013/
8-K,2014-10-30,2014-10-30,"2.02,9.01",0001104659-14-075057,https://www.sec.gov/Archives/edgar/data/1396814/000110465914075057/a14-23307_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914075057/
8-K,2014-08-27,2014-08-25,1.01,0001104659-14-063458,https://www.sec.gov/Archives/edgar/data/1396814/000110465914063458/a14-20029_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914063458/
10-Q,2014-07-31,2014-06-30,,0001396814-14-000009,https://www.sec.gov/Archives/edgar/data/1396814/000139681414000009/pcrx-6302014x10xq.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681414000009/
8-K,2014-07-31,2014-07-31,"2.02,9.01",0001104659-14-055218,https://www.sec.gov/Archives/edgar/data/1396814/000110465914055218/a14-17999_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914055218/
8-K,2014-06-04,2014-06-03,"5.02,5.07,9.01",0001104659-14-044018,https://www.sec.gov/Archives/edgar/data/1396814/000110465914044018/a14-14761_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914044018/
10-Q,2014-05-01,2014-03-31,,0001396814-14-000006,https://www.sec.gov/Archives/edgar/data/1396814/000139681414000006/pcrx-3312014x10xq.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681414000006/
8-K,2014-05-01,2014-05-01,"2.02,9.01",0001104659-14-033019,https://www.sec.gov/Archives/edgar/data/1396814/000110465914033019/a14-11559_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914033019/
8-K,2014-04-09,2014-04-08,"1.01,8.01,9.01",0001104659-14-026737,https://www.sec.gov/Archives/edgar/data/1396814/000110465914026737/a14-10244_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914026737/
424B5,2014-04-09,,,0001047469-14-003605,https://www.sec.gov/Archives/edgar/data/1396814/000104746914003605/a2219539z424b5.htm,https://www.sec.gov/Archives/edgar/data/1396814/000104746914003605/
424B5,2014-04-07,,,0001047469-14-003506,https://www.sec.gov/Archives/edgar/data/1396814/000104746914003506/a2219539z424b5.htm,https://www.sec.gov/Archives/edgar/data/1396814/000104746914003506/
8-K,2014-04-07,2014-04-07,2.02,0001104659-14-026158,https://www.sec.gov/Archives/edgar/data/1396814/000110465914026158/a14-10075_48k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914026158/
8-K,2014-04-07,2014-04-04,1.01,0001104659-14-026157,https://www.sec.gov/Archives/edgar/data/1396814/000110465914026157/a14-10075_38k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914026157/
8-K,2014-03-31,2014-03-28,"8.01,9.01",0001104659-14-024263,https://www.sec.gov/Archives/edgar/data/1396814/000110465914024263/a14-9272_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914024263/
8-K,2014-03-06,2014-03-04,5.02,0001104659-14-017089,https://www.sec.gov/Archives/edgar/data/1396814/000110465914017089/a14-7483_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914017089/
10-K,2014-02-25,2013-12-31,,0001396814-14-000003,https://www.sec.gov/Archives/edgar/data/1396814/000139681414000003/pcrx-12312013x10k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000139681414000003/
8-K,2014-02-25,2014-02-25,"2.02,9.01",0001104659-14-012929,https://www.sec.gov/Archives/edgar/data/1396814/000110465914012929/a14-6603_18k.htm,https://www.sec.gov/Archives/edgar/data/1396814/000110465914012929/
